cdt_last_act,cdt_plan,cdt_score,cdt_steps,cdt_subseq_last_act,cdt_subseq_plan,cdt_subseq_score,cdt_subseq_steps,cdt_subseq_validity,cdt_validity,complementary_plan,correct_part,curr_last_act,curr_plan,curr_score,curr_steps,curr_validity,domain,executability,final_score,gt_plan,improved_cdt_plan,improved_cdt_validity,improved_plan,improved_subseq_cdt_plan,improved_subseq_cdt_validity,improved_subseq_plan,improved_subseq_validity,improved_validity,instance_id,model,nr_plan_trace,plan_trace,subseq_last_act,subseq_plan,subseq_score,subseq_steps,subseq_validity,task,trace_score,improved_steps
6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,True,[],"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,10,gemini_2-5_flash,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,_one_shot,1.0,0
6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,True,[],"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,10,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,_zero_shot,1.0,0
8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",1.0,0,8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",1.0,0,True,True,[],"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",,,,,1,11,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct', 6: 'correct', 7: 'correct'}",8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up b)', '(stack b a)', '(pick-up c)', '(stack c b)']",1.0,0,True,_zero_shot,1.0,0
6,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",1.0,0,6,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",1.0,0,True,True,[],"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",6,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",,,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",,,,,1,12,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)', '(pick-up c)', '(stack c a)']",1.0,0,True,_zero_shot,1.0,0
6,"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,6,"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,True,[],"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",6,"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,,,1,13,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,_zero_shot,1.0,0
4,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",1.0,0,4,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",1.0,0,True,True,[],"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",4,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",,,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",,,,,1,4,gemini_2-5_flash,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack a b)', '(put-down a)', '(unstack b c)', '(stack b a)']",1.0,0,True,_one_shot,1.0,0
6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,True,[],"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",,,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",,,,,1,7,gemini_2-5_flash,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,_one_shot,1.0,0
6,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,6,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,True,[],"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",6,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,14,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack a c)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,_zero_shot,1.0,0
6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,True,[],"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",,,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",,,,,1,7,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack a c)', '(put-down a)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,_zero_shot,1.0,0
6,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,6,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,True,[],"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",6,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,,,1,6,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,_zero_shot,1.0,0
2,"['(pick-up c)', '(stack c a)']",1.0,0,2,"['(pick-up c)', '(stack c a)']",1.0,0,True,True,[],"['(pick-up c)', '(stack c a)']",2,"['(pick-up c)', '(stack c a)']",1.0,0,True,blocksworld_3,True,1.0,"['(pick-up c)', '(stack c a)']",,,"['(pick-up c)', '(stack c a)']",,,,,1,33,gemini_2-5_flash,"{0: 'position', 1: 'position'}","{0: 'correct', 1: 'correct'}",2,"['(pick-up c)', '(stack c a)']",1.0,0,True,_one_shot,1.0,0
4,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",1.0,0,4,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",1.0,0,True,True,[],"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",4,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",,,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",,,,,1,34,gemini_2-5_flash,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)']",1.0,0,True,_one_shot,1.0,0
6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,True,True,[],"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",,,,,1,23,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,0,True,_zero_shot,1.0,0
4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,4,4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,4,False,False,"['(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']","['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,4,False,blocksworld_3,True,1.0,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,,,1,16,gemini_2-5_pro,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,4,False,_state_tracking,1.0,0
8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,True,[],"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,99,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct', 6: 'correct', 7: 'correct'}",8,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",1.0,0,True,_state_tracking,1.0,0
6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,True,True,[],"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,,,1,51,gemini_2-5_flash,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,True,_one_shot,1.0,0
6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.0,0,6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.0,0,True,True,[],"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,,,1,98,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",1.0,0,True,_state_tracking,1.0,0
2,"['(pick-up b)', '(stack b a)']",1.0,0,2,"['(pick-up b)', '(stack b a)']",1.0,0,True,True,[],"['(pick-up b)', '(stack b a)']",2,"['(pick-up b)', '(stack b a)']",1.0,0,True,blocksworld_3,True,1.0,"['(pick-up b)', '(stack b a)']",,,"['(pick-up b)', '(stack b a)']",,,,,1,89,gemini_2-5_pro,"{0: 'position', 1: 'position'}","{0: 'correct', 1: 'correct'}",2,"['(pick-up b)', '(stack b a)']",1.0,0,True,_state_tracking,1.0,0
6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,0,6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,0,True,True,[],"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",,,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",,,,,1,97,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,0,True,_state_tracking,1.0,0
2,"['(unstack b a)', '(stack b c)']",1.0,0,2,"['(unstack b a)', '(stack b c)']",1.0,0,True,True,[],"['(unstack b a)', '(stack b c)']",2,"['(unstack b a)', '(stack b c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b a)', '(stack b c)']",,,"['(unstack b a)', '(stack b c)']",,,,,1,96,o4-mini_chat,"{0: 'position', 1: 'position'}","{0: 'correct', 1: 'correct'}",2,"['(unstack b a)', '(stack b c)']",1.0,0,True,_state_tracking,1.0,0
8,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,8,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,True,[],"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",8,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",,,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",,,,,1,95,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct', 6: 'correct', 7: 'correct'}",8,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up b)', '(stack b c)', '(pick-up a)', '(stack a b)']",1.0,0,True,_state_tracking,1.0,0
6,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,6,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,True,[],"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",6,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,,,1,94,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",1.0,0,True,_state_tracking,1.0,0
6,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,6,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,True,True,[],"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",6,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,,,1,49,gemini_2-5_flash,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack b c)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",1.0,0,True,_one_shot,1.0,0
2,"['(pick-up b)', '(stack b c)']",1.0,0,2,"['(pick-up b)', '(stack b c)']",1.0,0,True,True,[],"['(pick-up b)', '(stack b c)']",2,"['(pick-up b)', '(stack b c)']",1.0,0,True,blocksworld_3,True,1.0,"['(pick-up b)', '(stack b c)']",,,"['(pick-up b)', '(stack b c)']",,,,,1,100,o4-mini_chat,"{0: 'position', 1: 'position'}","{0: 'correct', 1: 'correct'}",2,"['(pick-up b)', '(stack b c)']",1.0,0,True,_state_tracking,1.0,0
6,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",1.0,0,6,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",1.0,0,True,True,[],"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",6,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",1.0,0,True,blocksworld_3,True,1.0,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",,,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",,,,,1,101,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'correct'}",6,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up b)', '(stack b a)']",1.0,0,True,_state_tracking,1.0,0
